sector,samples_raw,samples_masked,masked_fraction,baseline_d,best_raw_frequency_cpd,best_raw_period_d,best_raw_power,best_masked_frequency_cpd,best_masked_period_d,best_masked_power,local_raw_frequency_cpd,local_raw_period_d,local_raw_power,local_masked_frequency_cpd,local_masked_period_d,local_masked_power,openstar_raw_power,openstar_masked_power,openstar_raw_amp_ppt,openstar_masked_amp_ppt,fourth_orbital_raw_power,fourth_orbital_masked_power,fourth_orbital_raw_amp_ppt,fourth_orbital_masked_amp_ppt
1,18277,16157,0.11599277780817419,27.880619638397775,0.21405772329465866,4.671637092128938,0.05096349485557411,0.10502140920165165,9.521868041971324,0.04778346880989414,0.21405772329465866,4.671637092128938,0.05096349485557411,0.19468943065971664,5.136385661057413,0.029637595070805538,0.05096974879757555,0.01571897498412136,1.963717878550861,0.14128127034600824,0.05035887150549914,0.013986211837895458,1.949557759894281,0.13216972936505425
27,16780,14385,0.14272943980929675,24.362562491466633,0.21575137061168131,4.634964761358774,0.05152462993328695,0.1,10.0,0.05190704818650868,0.21575137061168131,4.634964761358774,0.05152462993328695,0.25926075105437,3.8571206630126915,0.029964704798260904,0.050775824811701765,0.014610571180845864,2.011915321230736,0.13287188676529066,0.05152600727323806,0.014541844155932845,2.0269683770577456,0.13277974830398634
35,13540,11149,0.17658788774002954,23.959658117201343,0.9180417226374605,1.0892751117313926,0.05597495803380911,0.11252104677506318,8.887226244873675,0.19951771407668675,0.21268942097556853,4.7016912990461766,0.03783205016973711,0.2594346622691377,3.854535054234963,0.08857884263121371,0.03777390197764584,0.014369065352108416,1.8456212861647707,0.2152991417920185,0.03704261297331947,0.012463901688213425,1.8256188455047384,0.19876708776326624
61,15555,13046,0.16129861780777888,23.93185812879392,0.43177532464338353,2.316019334421046,0.05078139191658685,0.16518507637829705,6.053815646819446,0.08628889722428972,0.21616314893055494,4.62613542108078,0.042678101772564904,0.1701993130227814,5.875464373150253,0.08167195321372653,0.04186724731410727,0.010118935335478295,1.9141493843198074,0.11391289717476967,0.04265980758996873,0.012236419811353219,1.9346259220025903,0.12466983537197802
87,14634,12387,0.15354653546535468,24.133235496557518,0.21353637187980232,4.68304294578392,0.049128615193894,0.19116059056042523,5.231203759458482,0.04316311032482354,0.21353637187980232,4.68304294578392,0.049128615193894,0.19116059056042523,5.231203759458482,0.04316311032482354,0.049147149238011806,0.016240776076257006,1.7565422733530387,0.14641552810541683,0.04859081767806615,0.012624024666050438,1.7549288779971532,0.12788232768192032
